reading,filename,is_anomaly,anomaly_score,bearing1_ch1_mean,bearing1_ch1_std,bearing1_ch1_max,bearing1_ch1_min,bearing1_ch1_rms,bearing1_ch1_peak_to_peak,bearing1_ch1_crest_factor,bearing1_ch1_kurtosis,bearing1_ch1_skewness,bearing1_ch1_shape_factor,bearing1_ch1_impulse_factor,bearing2_ch1_mean,bearing2_ch1_std,bearing2_ch1_max,bearing2_ch1_min,bearing2_ch1_rms,bearing2_ch1_peak_to_peak,bearing2_ch1_crest_factor,bearing2_ch1_kurtosis,bearing2_ch1_skewness,bearing2_ch1_shape_factor,bearing2_ch1_impulse_factor,bearing3_ch1_mean,bearing3_ch1_std,bearing3_ch1_max,bearing3_ch1_min,bearing3_ch1_rms,bearing3_ch1_peak_to_peak,bearing3_ch1_crest_factor,bearing3_ch1_kurtosis,bearing3_ch1_skewness,bearing3_ch1_shape_factor,bearing3_ch1_impulse_factor,bearing4_ch1_mean,bearing4_ch1_std,bearing4_ch1_max,bearing4_ch1_min,bearing4_ch1_rms,bearing4_ch1_peak_to_peak,bearing4_ch1_crest_factor,bearing4_ch1_kurtosis,bearing4_ch1_skewness,bearing4_ch1_shape_factor,bearing4_ch1_impulse_factor
1619,2004.03.15.19.15.20,False,0.21583207267496474,-0.002160205078125,0.07270061258793538,0.361,-0.383,0.07273269936308308,0.744,4.963379651260857,0.4042603070520001,0.012365325409713334,1.2719209325778775,6.313026474769769,-0.0021754394531250006,0.07969697573748587,0.454,-0.352,0.07972666102700918,0.806,5.694456461009918,0.2111324776898842,0.13764045598990451,1.2562595685676579,7.153715416935631,-0.001791162109375,0.06408713238338928,0.286,-0.251,0.06411215796421242,0.5369999999999999,4.460932357941312,0.13621094683292512,0.04617150447539123,1.2596252592435155,5.619103077839612,-0.00345576171875,0.050604862854640484,0.217,-0.198,0.05072272107836635,0.41500000000000004,4.2781616480065425,0.1466297688708571,0.0008253539534256405,1.263183061214618,5.404101326899879
1620,2004.03.15.19.25.20,False,0.1926140890081272,-0.0018912109375000003,0.07288997206901049,0.332,-0.491,0.07291450272086651,0.823,4.553277984641442,0.4127464098165805,-0.008506730963567992,1.2713928258310523,5.789004963687602,-0.0018331542968749999,0.07982092472428187,0.386,-0.327,0.07984197191024045,0.7130000000000001,4.834549933635746,0.1597724077527065,0.17773436275501717,1.255485835714211,6.069708963732757,-0.0014929199218749998,0.06654301026777715,0.276,-0.293,0.06655975529845813,0.569,4.146649860150457,0.13473429223029765,0.025770858854541476,1.2586610740910504,5.219226766856478,-0.0030740234374999997,0.05035839607937241,0.237,-0.212,0.05045213251965917,0.44899999999999995,4.697521951280268,0.19903680187281658,0.08014334280902645,1.261867086616603,5.927648338979573
1621,2004.03.15.19.35.20,False,0.17852573124419363,-0.0022872558593749997,0.07127025653449783,0.393,-0.339,0.07130694921155563,0.732,5.5113842948747624,0.41667896686097405,-0.0016059438714137527,1.2662973819822114,6.979051503697788,-0.0017689941406250002,0.07990589194755014,0.334,-0.327,0.07992547096015841,0.661,4.178893111139674,0.10069626713644153,0.14959316554762367,1.2513281731599157,5.229166682592965,-0.002035009765625,0.06453822068056406,0.254,-0.264,0.06457029652525513,0.518,3.933697282939594,0.11759558726811514,-0.008927867730721475,1.259163235963883,4.953167000088553,-0.00302294921875,0.049380713283903754,0.215,-0.259,0.049473155007602354,0.474,4.345791166279202,0.2069943991050618,-0.006002869882651806,1.2632378241355486,5.489767777038028
1622,2004.03.15.19.45.20,False,0.21804649798157,-0.0022295410156250002,0.07268979196451192,0.332,-0.371,0.07272397616319101,0.7030000000000001,4.565206930586403,0.4220898372995343,-0.02055252849088545,1.2716902013275009,5.805528920659126,-0.0014142089843749998,0.08022304455817474,0.381,-0.452,0.08023550875537822,0.833,4.748521021554081,0.18053912907100012,0.15743812399795282,1.2560323935213016,5.964296224388789,-0.00206123046875,0.06501687702208324,0.283,-0.264,0.06504954241768347,0.5469999999999999,4.3505302186886325,0.1352072135841138,0.05678094764254498,1.2600014269337316,5.481674283465997,-0.0028904296875,0.04992215137062523,0.244,-0.242,0.05000575748101412,0.486,4.879438134551615,0.20382388397198836,0.0204586039197196,1.2632233565939934,6.163820218621024
1623,2004.03.15.19.55.20,False,0.21126745494960547,-0.0021264160156250003,0.07143626479032983,0.337,-0.342,0.07146790588974623,0.679,4.715403310122043,0.3312027360619014,0.015643412420636563,1.2681792258529063,5.979976519414804,-0.00175712890625,0.07959988135222358,0.383,-0.325,0.07961927287586373,0.708,4.810393089084652,0.24950247105994272,0.1509126718064335,1.2588318872393054,6.055476210695344,-0.0016249511718749998,0.06390888298745838,0.249,-0.288,0.06392953770375338,0.5369999999999999,3.8949131957414562,0.09117244513408762,-0.0004528668440323871,1.2570478510112049,4.896092262581981,-0.0033470703125,0.04984771194295864,0.227,-0.208,0.049959956621528405,0.435,4.543638853004582,0.18436103455204034,0.015829282378376355,1.2622656479957828,5.735279241046644
1624,2004.03.15.20.05.20,False,0.2162401613395637,-0.001997021484375,0.07278007285514572,0.332,-0.386,0.0728074659606374,0.718,4.559971915235896,0.45718486614942044,0.01588452488323226,1.2715064648822283,5.798033769903838,-0.00173994140625,0.08011267667028618,0.4,-0.549,0.08013156905599066,0.9490000000000001,4.99179043555863,0.29954576298700086,0.13671628884824036,1.2551776224639288,6.265583650742661,-0.001715380859375,0.06655674782768398,0.276,-0.322,0.06657884959122247,0.5980000000000001,4.145460633437964,0.09845481661455535,0.006659618634940084,1.2562938294637243,5.207916614072896,-0.0031763671875,0.05122748693868042,0.225,-0.225,0.051325868005933424,0.45,4.383754405750904,0.25150226782870844,-0.02232299490365708,1.2636732971896898,5.539633383985074
1625,2004.03.15.20.15.20,False,0.19610810606714224,-0.0023032226562500003,0.0710632492908306,0.376,-0.317,0.07110056423387229,0.6930000000000001,5.288284334329849,0.3837872342995885,-0.004958274030237738,1.2693098401395622,6.712471343020772,-0.0012858398437500002,0.078410289320758,0.359,-0.378,0.07842083176980942,0.737,4.577865241901303,0.16855309288711506,0.18911886117225693,1.25765539201684,5.757376905403649,-0.0025134765625000003,0.06401808150662212,0.31,-0.298,0.06406740453786738,0.608,4.838653949478675,0.11066812749149779,0.01311083599722628,1.257490162172688,6.084559739627457,-0.0030086914062499998,0.04912912994176121,0.234,-0.21,0.04922117057539876,0.444,4.754051910276096,0.19382068617857096,0.04142996202693311,1.2627453004937572,6.003156708004509
1626,2004.03.15.20.25.20,False,0.17696112464245745,-0.0017338867187500003,0.07160264010803158,0.33,-0.366,0.07162363041338905,0.696,4.607417944264259,0.3919498476111323,0.04480638426742764,1.26756313902277,5.840193152221441,-0.0006141601562500002,0.07979057460366935,0.374,-0.32,0.07979293821060389,0.694,4.68713157313335,0.12740508649793725,0.1413298824987679,1.2544884462850094,5.879952404713468,-0.0011839843750000001,0.06650479920816621,0.259,-0.269,0.06651533760508738,0.528,3.893838764492576,0.0425122314773656,-0.011262494359546288,1.2549878706757247,4.886720419805132,-0.003087060546875,0.049658326621857214,0.186,-0.22,0.04975418922767333,0.406,3.738378674986962,0.14326431589046962,0.01784259427474229,1.2623195440417503,4.7190284644649445
1627,2004.03.15.20.35.20,False,0.2164817878857307,-0.00223359375,0.07188278846643305,0.334,-0.364,0.07191748201063493,0.698,4.644211541647262,0.39163681277183215,-0.01689678968472824,1.2670263901768861,5.88433858483116,-0.0011223632812499998,0.07981734499708476,0.396,-0.408,0.07982523574483667,0.804,4.960837212755923,0.33457871990726806,0.19336214178270467,1.2617220480990712,6.259197688364491,-0.0017198730468750002,0.06601052750721477,0.283,-0.298,0.06603292894517193,0.581,4.285740531591123,0.10683653150400829,0.035338321860705305,1.2570089954808994,5.3872144005071325,-0.0031040039062499997,0.050448778203738345,0.247,-0.237,0.05054417931374493,0.484,4.886813938886749,0.3595777794832009,0.01743853848650255,1.267093940766437,6.192052331616365
1628,2004.03.15.20.45.20,False,0.21705489461701666,-0.002690283203125,0.0717165564977597,0.41,-0.312,0.07176699868051732,0.722,5.712932232615479,0.3977484028656977,-9.438081546590594e-05,1.268713531508765,7.248074428111838,-0.0016612792968749997,0.07984780484275787,0.454,-0.371,0.07986508490641812,0.825,5.684586706844102,0.22752995244689966,0.145383699713145,1.255159257882318,7.1350616323301335,-0.0022600585937500002,0.06585501910562942,0.269,-0.283,0.06589378882906947,0.552,4.082327102146066,0.14110191031472175,0.009852881306223202,1.2577002249959857,5.134343714876318,-0.003292236328125,0.049437728135128735,0.22,-0.281,0.049547227805429486,0.501,4.440208054907402,0.20810035139365102,-0.0024745454092512382,1.2614662370170124,5.601172546596668
1629,2004.03.15.20.55.20,False,0.14509145933600348,-0.0017041015624999999,0.0706844519041471,0.31,-0.317,0.07070499065218097,0.627,4.384414694642743,0.2949056800476981,-0.02126125801826841,1.2661151824510106,5.551174011048488,-0.0014245117187499999,0.07849046807646864,0.386,-0.295,0.07850339363683585,0.681,4.916984885846753,0.14818863196942944,0.13961157932251306,1.2556403292683176,6.173964521071958,-0.0014071777343750002,0.06337542666001945,0.261,-0.261,0.06339104710852807,0.522,4.117300658453509,0.1080788627524174,0.015642888488894457,1.2594463618213023,5.1855193348137245,-0.0031830078125000007,0.05021441627551359,0.242,-0.3,0.050315197909031426,0.542,4.809679978552995,0.26415275756084666,0.029648771110027217,1.2618695009575727,6.0691884743022975
1630,2004.03.15.21.05.20,False,0.19209118235193973,-0.0015018066406250002,0.07288522050340385,0.457,-0.322,0.07290069129312578,0.779,6.268802008508432,0.46103488726285446,0.010594420827192868,1.2735276721863011,7.983492829292552,-0.0018324218749999998,0.079837920185857,0.481,-0.312,0.0798589460832739,0.7929999999999999,6.023119807997857,0.1982716892193377,0.198033008006631,1.2554683819003842,7.561836479339224,-0.001668359375,0.06495417987509233,0.31,-0.354,0.06497560239235955,0.6639999999999999,4.771021561724724,0.16929700145932802,0.00697125217674533,1.2587192196978805,6.005376537335908,-0.003144482421875,0.04991842440955938,0.215,-0.208,0.050017365636690375,0.423,4.298507073756922,0.18851758999132429,-0.0006241934400168773,1.263346741338681,5.430504904252078
1631,2004.03.15.21.15.20,False,0.15303850289302373,-0.002827490234375,0.07196936655829783,0.417,-0.315,0.07202488753082593,0.732,5.789665410050493,0.3465037778840645,0.029940990486853763,1.266303158939133,7.331471597947569,-0.002066796875,0.07844299676390805,0.405,-0.339,0.07847021976919015,0.744,5.161193650167597,0.13935813262114172,0.10401880096474105,1.2552626570361272,6.478653654787365,-0.001279736328125,0.06393725958783619,0.3,-0.291,0.06395006558770581,0.591,4.691160161338036,0.198034919155746,0.050606561674152555,1.2632733122831226,5.926217435464128,-0.0033182128906249996,0.0497660214890955,0.281,-0.234,0.04987652184786571,0.515,5.633913304081456,0.3031895721795923,0.08188132882055846,1.2635730220402173,7.11886085955079
1632,2004.03.15.21.25.20,False,0.18439086307780383,-0.002313525390625,0.07038929689835706,0.417,-0.3,0.07042730661879755,0.717,5.920998828722774,0.4306166894712953,0.07042989432036681,1.2686334547004738,7.511577199360032,-0.001741455078125,0.07899205977842962,0.5,-0.31,0.07901125346321324,0.81,6.328212477135228,0.2606350726322093,0.16974334611769012,1.259569833014791,7.970825533107337,-0.00218046875,0.06409289331898681,0.278,-0.327,0.06412997285176994,0.605,4.3349464788106085,0.1377043143616925,0.0036113511236738924,1.2580502767329784,5.453580617290337,-0.003011962890625,0.04953001184823322,0.232,-0.247,0.049621507374732435,0.479,4.675392028057088,0.22383252755050265,0.06336162249261285,1.2600678125617883,5.891311005662718
1633,2004.03.15.21.35.20,False,0.18336900024015163,-0.0024731445312499998,0.07295886550740457,0.42,-0.366,0.0730007705438785,0.786,5.753363928501973,0.47185722356367066,0.07794002095596259,1.2701912783498084,7.307872683155598,-0.0014403808593749998,0.07932710144511187,0.374,-0.427,0.07934017721623217,0.8009999999999999,4.713879060046812,0.27389666248429734,0.13518159037718236,1.2588088510019924,5.93387268333988,-0.0025220703125,0.06548731539577002,0.308,-0.273,0.0655358628264422,0.581,4.6997168682385775,0.13190893807570525,0.05148609391356249,1.2578577499883192,5.911575285464727,-0.0034325683593750002,0.050139056085663825,0.229,-0.3,0.050256417209179616,0.529,4.556632022669771,0.2958586569192727,0.03973728128218114,1.2606593076077925,5.744360570722368
1634,2004.03.15.21.45.20,False,0.19090594671714933,-0.0019972656250000003,0.07140604822416616,0.33,-0.325,0.07143397506067228,0.655,4.619650519514212,0.3316284879326461,-0.011650847856147596,1.2660534516877635,5.848724485822139,-0.0013707031250000002,0.07996245506372422,0.461,-0.356,0.07997420238348739,0.817,5.764358833983002,0.16640788200871182,0.15889241872295773,1.253778981415229,7.2272319473830855,-0.001916943359375,0.06437024774656241,0.288,-0.259,0.06439878466863233,0.5469999999999999,4.472134085789361,0.06852195318270748,-0.04437321303281088,1.2572647908210766,5.622656725893767,-0.0029164062500000006,0.05026394730623244,0.193,-0.227,0.050348483832373246,0.42000000000000004,3.8332832552130234,0.1321558084972172,0.019305445533248092,1.2593916015318372,4.827604737907904
1635,2004.03.15.21.55.20,False,0.1741585204531974,-0.001997265625,0.07229944710104597,0.405,-0.378,0.0723270289801382,0.783,5.599566382178058,0.45919968151050305,0.03439065778004948,1.2708591895312025,7.1162603941809754,-0.00198515625,0.07959312287723473,0.378,-0.337,0.07961787522087926,0.7150000000000001,4.747677565513228,0.10872939455344932,0.11994074424440264,1.253090573869893,5.949270005118187,-0.0016404785156249996,0.06780372129356468,0.254,-0.288,0.06782356368560727,0.542,3.745011117041922,-0.03323365102909648,-0.015093306439073422,1.2540426838358316,4.696403792210278,-0.0030910644531250003,0.04942068454383248,0.21,-0.195,0.04951725699424773,0.405,4.240945737854483,0.10354272320764402,0.04407818740501542,1.2603146249022164,5.344925936834725
1636,2004.03.15.22.05.20,False,0.1571548581192398,-0.00195517578125,0.07048621625676657,0.312,-0.281,0.07051332777944358,0.593,4.4246954416319,0.23566213758177135,0.027919631210089717,1.2661349020163677,5.602261329442874,-0.0018719726562499996,0.07952984229853911,0.4,-0.354,0.07955187048496251,0.754,5.028165869155911,0.17500451760448366,0.20235501564372815,1.2533501251117647,6.302052321189267,-0.0017984374999999997,0.06438881600452709,0.261,-0.266,0.06441392709582494,0.527,4.051918766134614,0.15169816714481055,0.028573103856442395,1.2611828173255208,5.1102103250478015,-0.002843017578125,0.0489980619342857,0.188,-0.244,0.04908047292218796,0.432,3.8304439384285205,0.15179065946447823,-0.0020461944661582495,1.2611879852677843,4.830909873387863
1637,2004.03.15.22.15.20,False,0.14112699004526919,-0.001385595703125,0.07070011697701148,0.334,-0.286,0.07071369327093321,0.62,4.7232718947419245,0.29887144345680117,0.07303012894146492,1.2653272961329514,5.9764848554745615,-0.0022284667968750006,0.0793501031339963,0.447,-0.4,0.07938138907603359,0.847,5.631042807424945,0.16399144911073282,0.12086451091043385,1.2526483322434423,7.053716381512288,-0.0018644531249999998,0.06396103692274054,0.254,-0.271,0.06398820539511559,0.525,3.9694815385366096,0.13063559571256,0.0010280005952751706,1.2606402931428573,5.0040883703659516,-0.0033530761718749994,0.04928114790047741,0.251,-0.186,0.04939508738936621,0.437,5.0814769902408425,0.21563916417675788,0.07576014832812605,1.2603880418158802,6.404632833262108
1638,2004.03.15.22.25.20,False,0.20190753733973688,-0.002376123046875,0.071863317571018,0.398,-0.273,0.07190258947386301,0.671,5.535266572627058,0.2660234158394328,0.0015138821338283872,1.262137656002937,6.986268377326924,-0.0020694824218750003,0.08024565497829883,0.466,-0.315,0.08027233583489785,0.781,5.805237821389143,0.14950456071286622,0.16422439141635775,1.2545088827153223,7.282722413207627,-0.001514306640625,0.06737898433261691,0.332,-0.312,0.06739599880035071,0.644,4.926108462069003,0.056192346020826456,0.011203282444282061,1.255856153838831,6.186483626566898,-0.0030038085937500003,0.049779306745131195,0.212,-0.205,0.04986985307872633,0.417,4.251065261117358,0.099332309006813,0.04675797810741965,1.257355261991209,5.345099275133942
1639,2004.03.15.22.35.20,False,0.1603170148747497,-0.002288818359375,0.07201498685691862,0.322,-0.288,0.07205134989356116,0.61,4.469034937939107,0.2631281130297971,0.058557966662716926,1.2636917954199947,5.647482784518956,-0.0013397460937499997,0.07995973353291194,0.376,-0.344,0.07997095664208351,0.72,4.701706916960097,0.1560252634806294,0.13236198669123564,1.2546770178570434,5.899123613409327,-0.002309765625,0.06556109941264765,0.361,-0.332,0.06560177416379454,0.6930000000000001,5.502899953569168,0.208132254279505,0.04141893548843362,1.2616507698179462,6.942737962651681,-0.0028395507812499997,0.04996454151087502,0.249,-0.208,0.050045164172287916,0.45699999999999996,4.975505708059634,0.219759088978412,0.031777700823912736,1.2633679816292307,6.285894603976017
1640,2004.03.15.22.45.20,False,0.16897773549320955,-0.00239765625,0.07045681422182021,0.295,-0.3,0.07049759872351151,0.595,4.184539691301786,0.2891148289689056,-0.009354939193298068,1.2671723409727356,5.302532956520212,-0.0015676757812500002,0.07942360230801913,0.376,-0.383,0.07943907231921518,0.759,4.733187196460387,0.0852424209863405,0.1548681049184346,1.2503398472593463,5.918092556272173,-0.0019428222656250002,0.06555850352931775,0.288,-0.32,0.06558728492138835,0.608,4.391095017047759,0.08795109450010763,-0.011548662321084672,1.2560090694017092,5.515255166016638,-0.0033887207031250005,0.048788745817868566,0.229,-0.215,0.04890628943688506,0.444,4.682424339215735,0.2953864598072746,0.02983007682809397,1.264588406434808,5.921339533380386
1641,2004.03.15.22.55.20,False,0.22906918582044022,-0.00229609375,0.07198424187619962,0.386,-0.356,0.07202085201523237,0.742,5.3595589221627264,0.3460676681155799,-0.016435308941786447,1.267190600260106,6.791582687704793,-0.0016221679687500005,0.07990904813239182,0.374,-0.371,0.07992551158637491,0.745,4.679356973471743,0.21925180365199992,0.12336322358442389,1.257507192454807,5.884325050204273,-0.0019270019531249997,0.06548913385980171,0.288,-0.269,0.06551747850943575,0.5569999999999999,4.39577356382118,0.13135269197008537,0.022134770440119116,1.259548202689422,5.536688691740642,-0.0036666992187499997,0.0493095773496561,0.234,-0.232,0.04944571873845601,0.466,4.732462303516045,0.15517769303394058,0.023715236243406143,1.2588771338895772,5.957588580890746
1642,2004.03.15.23.05.20,False,0.20876241239622106,-0.0026013671875,0.07248320978858344,0.332,-0.417,0.07252987531010928,0.749,4.57742411083017,0.3345742291013991,-0.037772150343022844,1.2664026967759916,5.796862238242771,-0.00176123046875,0.08022409117912896,0.496,-0.356,0.08024342177575212,0.852,6.181192040714803,0.3847353790933017,0.16664251444952094,1.256512590444947,7.766745623116246,-0.002327880859375,0.06621501924366503,0.288,-0.327,0.06625592654800304,0.615,4.346780959909168,0.06016914631847836,0.07257110871615066,1.256782224812284,5.46295704556632,-0.00337451171875,0.049615223324134795,0.225,-0.229,0.049729847323752664,0.454,4.524445822952132,0.19789703908174205,0.0019829330084039057,1.2625293461542189,5.712245626561942
1643,2004.03.15.23.15.20,False,0.2166181776174148,-0.00237294921875,0.07302585607149008,0.352,-0.339,0.07306439996994946,0.6910000000000001,4.8176677033517485,0.3555992084013373,-0.040225928186983874,1.266150042886946,6.0998901692138725,-0.0014386230468749997,0.08094436953508331,0.376,-0.422,0.08095715283841895,0.798,4.644432107814516,0.22435500147322296,0.09121638328487572,1.2579427357184791,5.842429631562934,-0.0019125488281249998,0.06766442804750264,0.293,-0.256,0.06769145194199652,0.5489999999999999,4.328463810335549,0.09517538474273879,0.05728032081303962,1.2581494743696313,5.4458544678016425,-0.0030817871093750003,0.05007886163976139,0.217,-0.239,0.05017359659145311,0.45599999999999996,4.324983950561861,0.20304389347889273,-0.003706315070563724,1.2632514505931856,5.463542249339517
1644,2004.03.15.23.25.20,False,0.18095963150132288,-0.001975390625,0.07104648002586872,0.359,-0.317,0.07107393679955755,0.6759999999999999,5.051078020518976,0.3416926182812201,0.002958748235593928,1.2649333514565897,6.389277048963786,-0.001515478515625,0.08084874389452074,0.393,-0.398,0.08086294617717762,0.791,4.860075208475628,0.0473827661840871,0.09622201693732221,1.2489286443075562,6.069887141354229,-0.00211923828125,0.06465319093933829,0.269,-0.264,0.06468791440084655,0.533,4.15842746657604,0.04116581587600088,0.02385867827579053,1.2570628555196712,5.227404705605508,-0.0033190429687500003,0.0495532124875279,0.261,-0.2,0.0496642418049697,0.461,5.255290134599071,0.06855136669430228,0.01585785935818572,1.2564186566796773,6.602844571374924
1645,2004.03.15.23.35.20,False,0.14826574061032666,-0.002014501953125,0.07178466153357714,0.31,-0.347,0.07181292258089329,0.657,4.316771812911557,0.3335912750767118,-0.006458018614772843,1.2644457159163802,5.458323625424604,0.00018979492187500008,0.07833904592576747,0.349,-0.312,0.07833927583704023,0.661,4.454981186269614,0.14671141964813206,0.093110970012341,1.259455102849639,5.610848788146403,-0.0017053710937500002,0.06512882299283937,0.344,-0.264,0.06515114638285346,0.608,5.280029885867583,0.15831963206693933,0.00173496685471786,1.2612346756308925,6.659356780423619,-0.0031919921875,0.047352593587560644,0.212,-0.19,0.04746005619037708,0.402,4.466914222553844,0.1999955197559915,-0.0049975249226809106,1.2641332603004354,5.6467748396393755
1646,2004.03.15.23.45.20,False,0.2140714293552411,-0.0016834960937499998,0.07279817134419365,0.43,-0.374,0.07281763460973069,0.804,5.905162977410677,0.3771708558010327,0.004887062466730272,1.2617584830245587,7.450889480390481,-0.0011526367187500001,0.08132728321418858,0.486,-0.364,0.08133545085881216,0.85,5.975254269428385,0.14480689543237624,0.14385337543226323,1.2520143722065769,7.481104222913047,-0.001721923828125,0.06620641452331685,0.261,-0.261,0.06622880299162234,0.522,3.940883546287487,0.01641448351896635,0.004981785820303094,1.2552632197593483,4.94684616900947,-0.0031904785156250002,0.049375455863852134,0.229,-0.22,0.04947842757123426,0.449,4.628279661278805,0.12179482801046815,0.05367956450412025,1.2565310998062813,5.815577332997701
1647,2004.03.15.23.55.20,False,0.19425482910131037,-0.002354052734375,0.07223433199612846,0.312,-0.31,0.07227268006102393,0.622,4.316983952118016,0.2825856646464193,0.01568316452840459,1.2650148049116838,5.461048611995442,-0.0018673828125,0.07994699532264538,0.364,-0.347,0.07996880128954978,0.711,4.551775118924623,0.12372171630729634,0.15141817064028876,1.2534256501544276,5.705311687794842,-0.001319482421875,0.06545348890837668,0.244,-0.254,0.06546678733633281,0.498,3.727080706533841,0.12175198747952454,-0.006803154992550801,1.2614629802468016,4.701574335684534,-0.00296884765625,0.050116768984420065,0.21,-0.234,0.050204627175627445,0.444,4.182881375961049,0.23589353203987828,0.0350392681698329,1.2617695422109392,5.277832318869036
1648,2004.03.16.00.05.20,False,0.19553055658457175,-0.002070947265625,0.0710115376002018,0.339,-0.354,0.07104172925064448,0.6930000000000001,4.771843303588006,0.27622156108121443,-0.03946019783853516,1.2641173631961093,6.032169974516681,0.00043530273437499987,0.08072871426234485,0.417,-0.439,0.08072988786640221,0.856,5.1653732096108245,0.18534267625367074,0.12289489352668394,1.2544247313978822,6.479571901035876,-0.001653759765625,0.06483705379977159,0.332,-0.286,0.06485814109883875,0.618,5.118863944837054,0.12134927249093552,0.06456652609798787,1.257279795040921,6.435844211407092,-0.0033005859375000004,0.04970941713599574,0.2,-0.244,0.049818872122231454,0.444,4.014542912759979,0.1514131389570066,0.005498488517999196,1.2611437307647526,5.062915626313318
1649,2004.03.16.00.15.20,False,0.1980343797563383,-0.0021396484375,0.07235483331861046,0.356,-0.349,0.07238646282282345,0.705,4.91804663630771,0.3705174075812425,-0.01668499651279676,1.266998805720201,6.231159214678121,-0.0014046875000000001,0.07976443221133148,0.339,-0.354,0.07977679984161277,0.6930000000000001,4.249355710846308,0.20104302393598772,0.12099643685262812,1.259236287034388,5.350942907614476,-0.0021274414062500005,0.06625140158376254,0.254,-0.295,0.06628555060305376,0.5489999999999999,3.831906014043101,0.09698278389664416,-0.005814822355738098,1.2587746847801673,4.823506284934331,-0.0028666503906250003,0.04967197124785068,0.203,-0.237,0.04975462201755104,0.44,4.080022956025902,0.16741264036070547,-0.016823411526383072,1.261874058269871,5.14847512535464
1650,2004.03.16.00.25.20,False,0.18350256496142608,-0.0022014648437499998,0.0703209205916293,0.369,-0.444,0.07035537165215247,0.813,5.24480208596426,0.3895454124841309,-0.009139029447988873,1.2668150851115811,6.644194400924211,-2.758789062500015e-05,0.08098059344249656,0.408,-0.32,0.08098059814171926,0.728,5.038243843123803,0.043041894795013746,0.14546959304559767,1.2480989714401043,6.2882269584672565,-0.001600048828125,0.06794374935319283,0.264,-0.273,0.06796258700507121,0.537,3.884490153094098,0.028825395448226043,0.009924461069608414,1.253900806608673,4.870765336228137,-0.002727099609375,0.04905837649855192,0.239,-0.222,0.04913411622236758,0.46099999999999997,4.864237283079466,0.17435511921348068,0.013654228705636942,1.2615438912627868,6.136448830121594
1651,2004.03.16.00.35.20,False,0.1968095951207005,-0.0020150390625,0.07215830489439763,0.369,-0.33,0.07218643465122966,0.6990000000000001,5.111763751497516,0.4171920599603385,0.018803629820010024,1.2718960354673436,6.501632049775367,-0.001221630859375,0.0799298328203184,0.43,-0.427,0.07993916785056387,0.857,5.379090270289408,0.29901929461042487,0.12000521850923654,1.2596099943600239,6.7755558650213015,-0.002085546875,0.0651959022486339,0.344,-0.305,0.06522925092150951,0.649,5.273707656307994,0.25701338984823474,0.05642382621467035,1.2644941331500632,6.668572391350028,-0.002882421875,0.050077290297194814,0.22,-0.222,0.05016017702695037,0.442,4.385949433188743,0.21089329603286622,0.010228598231132901,1.2625798582067944,5.537611413457614
1652,2004.03.16.00.45.20,False,0.12730938941118225,-0.002080029296875,0.0708636474841986,0.364,-0.286,0.07089416800161086,0.6499999999999999,5.134413877199732,0.3892513517300764,0.042600193351159214,1.2703124970344382,6.522310113153862,-0.08360751953125,0.08023080391334522,0.354,-0.386,0.11587579220333297,0.74,3.0549952951244443,0.05780380440995447,0.13961562787433915,1.196680058657788,3.655851948968786,-0.00219755859375,0.06469016475411495,0.247,-0.273,0.06472748009684526,0.52,3.8159990104734276,0.055040994623430706,0.004505171547244512,1.2563439850478522,4.794207403756847,-0.0031573730468749998,0.04927511543672163,0.222,-0.227,0.04937616839994143,0.449,4.49609613694252,0.24199194917910427,0.049674550915021036,1.264765055727142,5.686505281194694
1653,2004.03.16.00.55.20,False,0.20877012174708381,-0.002884130859375,0.0717899428925398,0.452,-0.42,0.07184785390899386,0.872,6.291071693978865,0.6227488916375057,0.039075966794794206,1.269380285991249,7.985762386094344,-0.0031400390625,0.07952852229113135,0.403,-0.349,0.0795904875165682,0.752,5.063419166971533,0.29833290318955985,0.14920874827329988,1.2589735388605041,6.374710747376258,-0.001743017578125,0.06534923402587993,0.264,-0.286,0.06537247507970671,0.55,4.038396889181764,0.10130634752398615,-0.01867090714050601,1.2594395195194827,5.086116637740055,-0.00305576171875,0.049911898122837126,0.217,-0.222,0.05000535225259642,0.439,4.3395354741998196,0.14335875782124852,0.04106748491875924,1.2609982172245424,5.472146496548632
1654,2004.03.16.01.05.20,False,0.1846961822849288,-0.0025013671875000003,0.0705566912334918,0.359,-0.281,0.07060101639229424,0.64,5.084912630792991,0.26280859825314273,0.03113198503984412,1.2604444922373914,6.40925011899137,0.0032075683593750003,0.07940834272223424,0.366,-0.359,0.07947309852190158,0.725,4.605331952662396,0.19382786482697512,0.10613998628448025,1.2616469204533909,5.810302875742113,-0.001683642578125,0.06457114963547768,0.303,-0.32,0.06459309574233243,0.623,4.690903826760274,0.15858760265528016,0.011669932753408267,1.2604335459704155,5.912572544169644,-0.003153515625,0.049923598535816516,0.215,-0.21,0.050023098180365634,0.425,4.298014473729434,0.13018673495307231,-0.001627876992849648,1.2592997036774338,5.412488353168798
